m = 3
(38.770000, 1.013059)
(43.950000, 0.049723)
(41.770000, 0.419412)
(40.350000, 0.981618)
(41.310000, 0.207355)
(41.060000, 0.421997)
(41.160000, 0.544975)
(37.120000, 0.425814)
(41.240000, 0.456413)
(41.520000, 1.848596)
(41.070000, 0.422026)
(41.580000, 1.151861)
(41.310000, 1.726743)
(42.240000, 1.043152)
(42.200000, 0.425601)
(41.180000, 0.109135)
(41.680000, 0.273771)
(41.240000, 0.425676)
(41.880000, 0.224636)
(42.390000, 0.053267)
(42.180000, 0.147779)
(41.650000, 0.064403)
(36.840000, 0.425817)
(41.440000, 0.116814)
(42.800000, 0.540658)
(42.920000, 0.365443)
(42.000000, 0.362467)
(42.280000, 0.196372)
m = 11
(44.160000, 1.416123)
(44.940000, 0.022138)
(41.460000, 0.425808)
(39.540000, 0.425823)
(41.730000, 0.425778)
(40.890000, 0.381007)
(41.670000, 1.221955)
(40.400000, 0.400089)
(41.500000, 0.425784)
(36.570000, 0.422312)
(40.410000, 0.425701)
(41.900000, 0.425816)
(41.040000, 0.425816)
(42.090000, 2.722130)
(41.220000, 0.421450)
(41.440000, 0.301516)
(37.180000, 0.447280)
(37.630000, 1.596257)
(41.700000, 0.803492)
(41.120000, 0.425796)
(41.370000, 0.425711)
(42.690000, 0.254509)
(42.450000, 0.272995)
(38.000000, 3.495612)
(38.100000, 0.415529)
(41.610000, 0.419522)
(42.990000, 0.293694)
(42.220000, 0.425561)
(42.060000, 1.493990)
(43.430000, 0.345330)
m = 12
(42.690000, 1.266345)
(42.840000, 1.250489)
(41.380000, 0.780324)
(39.290000, 0.891272)
(39.820000, 0.231703)
(39.210000, 0.424038)
(39.970000, 0.425728)
(37.940000, 0.425665)
(40.100000, 0.409297)
(38.150000, 0.425519)
(35.060000, 0.425627)
(39.420000, 0.425759)
(40.510000, 0.422657)
(40.400000, 0.147234)
(38.890000, 0.368863)
(40.480000, 0.137727)
(36.990000, 0.362491)
(35.580000, 0.359416)
(39.400000, 0.421780)
(40.510000, 0.389642)
(39.650000, 0.425710)
(40.620000, 0.425284)
(40.050000, 0.533343)
(35.160000, 1.413430)
(37.640000, 0.425825)
(39.480000, 0.414433)
(40.720000, 0.030941)
(40.450000, 0.146152)
(40.570000, 0.110770)
(40.440000, 0.424269)
