m = 3
(247.580000, 0.520574)
(247.030000, 2.292181)
(248.990000, 0.112141)
(249.380000, 0.624147)
(234.370000, 0.625350)
(251.940000, 0.578141)
(251.050000, 0.625370)
(250.960000, 0.873607)
(250.610000, 0.624939)
(250.010000, 0.538293)
(251.680000, 0.618791)
(253.690000, 0.623316)
(253.920000, 1.070412)
(251.280000, 0.624916)
(250.850000, 0.623300)
(250.720000, 0.673436)
(248.500000, 0.620368)
(251.040000, 0.625333)
(252.930000, 0.604898)
(250.420000, 0.623734)
m = 8
(248.690000, 0.547054)
(246.440000, 1.176504)
(251.130000, 0.614554)
(247.410000, 0.578852)
(248.360000, 0.979813)
(249.620000, 0.624084)
(248.890000, 0.617261)
(250.400000, 0.522543)
(250.550000, 1.831405)
(251.470000, 0.621739)
(251.340000, 0.625178)
(255.540000, 0.039059)
(251.470000, 0.624677)
(254.330000, 0.624883)
(251.170000, 0.625396)
(254.710000, 0.387533)
(252.980000, 0.116000)
(253.720000, 0.363770)
(256.290000, 1.109596)
(256.390000, 0.782684)
(254.360000, 0.007800)
(256.010000, 0.625349)
(255.540000, 0.625385)
(258.650000, 0.625139)
(254.050000, 0.554371)
(257.340000, 0.361023)
(257.040000, 0.617484)
(255.030000, 0.293137)
(255.340000, 1.204477)
(256.450000, 0.623178)
m = 9
(262.730000, 0.625385)
(247.170000, 0.589238)
(250.430000, 0.623396)
(248.040000, 0.414759)
(250.910000, 3.426167)
(251.550000, 0.620953)
(249.820000, 0.625221)
(250.920000, 0.625337)
(250.760000, 0.623358)
(253.120000, 0.074106)
(251.210000, 0.075828)
(252.050000, 0.507288)
(252.280000, 0.625305)
(256.500000, 0.708112)
(256.910000, 0.624619)
(256.280000, 0.617387)
(254.370000, 0.441235)
(253.860000, 0.612950)
(256.170000, 0.625351)
(257.000000, 0.389693)
(256.240000, 0.744342)
(255.760000, 0.624384)
(257.550000, 0.624144)
(258.970000, 0.617408)
(254.710000, 0.621419)
(255.080000, 0.376329)
(257.240000, 0.622340)
(255.060000, 0.618146)
(255.920000, 0.057822)
(256.680000, 0.358143)
m = 10
(263.680000, 0.598442)
(247.000000, 0.625377)
(248.230000, 0.622962)
(250.640000, 0.468963)
(252.120000, 0.438563)
(252.360000, 0.624655)
(251.290000, 0.545644)
(251.670000, 0.625304)
(252.370000, 1.441427)
(252.790000, 0.621946)
(253.300000, 0.625240)
(252.830000, 0.075290)
(255.050000, 0.624016)
(252.980000, 0.625314)
(252.720000, 0.624552)
(253.280000, 1.306366)
(255.060000, 0.625116)
(256.160000, 1.477937)
(256.350000, 0.060528)
(254.880000, 0.058092)
(255.390000, 0.624877)
(257.860000, 0.620736)
(256.580000, 0.566399)
(255.250000, 0.625269)
(257.500000, 1.273995)
(255.020000, 0.264995)
(253.630000, 0.624940)
(256.600000, 1.500512)
(256.090000, 0.612646)
(258.370000, 0.176451)
m = 11
(263.390000, 0.179952)
(248.640000, 1.176020)
(248.350000, 0.619795)
(246.840000, 1.438826)
(250.590000, 0.625388)
(247.690000, 0.624340)
(249.410000, 1.442534)
(252.680000, 0.531225)
(252.260000, 0.925878)
(253.220000, 0.623117)
(252.450000, 0.625201)
(254.430000, 0.625366)
(251.600000, 0.080345)
(252.220000, 0.587596)
(253.960000, 0.482648)
(253.520000, 1.184474)
(253.860000, 0.612207)
(253.540000, 0.624493)
(251.810000, 0.625062)
(252.940000, 0.625346)
(252.590000, 0.234664)
(251.350000, 0.625291)
(255.850000, 0.625386)
(255.890000, 0.283939)
(252.120000, 1.112527)
(255.810000, 0.625395)
(253.900000, 0.622826)
(254.610000, 0.444970)
(257.730000, 0.048072)
(253.350000, 0.602188)
